english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
libretto,"The libretto was adapted from a famous nineteenth-century novel.",대본,"그 대본은 유명한 19세기 소설에서 각색되었다.",台本,"その台本は有名な19世紀の小説から翻案された。",歌剧脚本,"歌剧脚本改编自一部著名的十九世纪小说。",libreto,"El libreto fue adaptado de una famosa novela del siglo XIX.",kịch bản,"Kịch bản được chuyển thể từ một tiểu thuyết nổi tiếng thế kỷ mười chín.",บทละคร,"บทละครดัดแปลงมาจากนวนิยายชื่อดังในศตวรรษที่สิบเก้า",libret,"Libret tersebut diadaptasi dari novel terkenal abad kesembilan belas."
pesticide,"Excessive pesticide use contaminates groundwater and harms beneficial insects.",농약,"과도한 농약 사용은 지하수를 오염시키고 유익한 곤충에 해를 끼친다.",農薬,"過度な農薬使用は地下水を汚染し有益な昆虫に害を与える。",农药,"过度使用农药会污染地下水并伤害有益昆虫。",pesticida,"El uso excesivo de pesticidas contamina las aguas subterráneas y daña a los insectos beneficiosos.",thuốc trừ sâu,"Sử dụng thuốc trừ sâu quá mức làm ô nhiễm nước ngầm và gây hại cho côn trùng có ích.",ยาฆ่าแมลง,"การใช้ยาฆ่าแมลงมากเกินไปทำให้น้ำใต้ดินปนเปื้อนและเป็นอันตรายต่อแมลงที่เป็นประโยชน์",pestisida,"Penggunaan pestisida berlebihan mencemari air tanah dan merugikan serangga yang bermanfaat."
fermentation,"Fermentation is essential in the production of bread and alcoholic beverages.",발효,"발효는 빵과 주류 생산에 필수적이다.",発酵,"発酵はパンやアルコール飲料の生産に不可欠である。",发酵,"发酵在面包和酒精饮料的生产中至关重要。",fermentación,"La fermentación es esencial en la producción de pan y bebidas alcohólicas.",lên men,"Quá trình lên men rất cần thiết trong sản xuất bánh mì và đồ uống có cồn.",การหมัก,"การหมักเป็นสิ่งจำเป็นในการผลิตขนมปังและเครื่องดื่มแอลกอฮอล์",fermentasi,"Fermentasi sangat penting dalam produksi roti dan minuman beralkohol."
pasteurization,"Pasteurization eliminates harmful bacteria without significantly altering taste.",저온살균,"저온살균은 맛을 크게 변화시키지 않으면서 유해 세균을 제거한다.",低温殺菌,"低温殺菌は味を大きく変えることなく有害な細菌を除去する。",巴氏灭菌,"巴氏灭菌在不显著改变口味的情况下消灭有害细菌。",pasteurización,"La pasteurización elimina las bacterias dañinas sin alterar significativamente el sabor.",thanh trùng,"Thanh trùng tiêu diệt vi khuẩn có hại mà không làm thay đổi đáng kể hương vị.",การพาสเจอร์ไรซ์,"การพาสเจอร์ไรซ์กำจัดแบคทีเรียที่เป็นอันตรายโดยไม่เปลี่ยนรสชาติอย่างมีนัยสำคัญ",pasteurisasi,"Pasteurisasi menghilangkan bakteri berbahaya tanpa mengubah rasa secara signifikan."
autopsy,"The autopsy revealed that the cause of death was a previously undetected heart condition.",부검,"부검 결과 사인은 이전에 발견되지 않은 심장 질환인 것으로 밝혀졌다.",検死,"検死により死因は以前検出されなかった心臓疾患であることが判明した。",尸检,"尸检显示死因是之前未发现的心脏病。",autopsia,"La autopsia reveló que la causa de muerte fue una condición cardíaca previamente no detectada.",khám nghiệm tử thi,"Khám nghiệm tử thi cho thấy nguyên nhân tử vong là một bệnh tim chưa được phát hiện trước đó.",การชันสูตรศพ,"การชันสูตรศพเผยว่าสาเหตุการเสียชีวิตคือโรคหัวใจที่ไม่เคยตรวจพบมาก่อน",otopsi,"Otopsi mengungkapkan bahwa penyebab kematian adalah kondisi jantung yang sebelumnya tidak terdeteksi."
deposition,"The witness gave a sworn deposition before the trial began.",증언 녹취,"증인은 재판이 시작되기 전에 선서 증언 녹취를 했다.",証言録取,"証人は裁判開始前に宣誓証言録取を行った。",宣誓证词,"证人在审判开始前提供了宣誓证词。",deposición,"El testigo dio una deposición jurada antes de que comenzara el juicio.",lời khai,"Nhân chứng đã đưa ra lời khai có tuyên thệ trước khi phiên tòa bắt đầu.",การให้การ,"พยานให้การสาบานก่อนการพิจารณาคดีจะเริ่มต้น",deposisi,"Saksi memberikan deposisi di bawah sumpah sebelum persidangan dimulai."
subpoena,"The court issued a subpoena requiring the executive to testify.",소환장,"법원은 경영진에게 증언을 요구하는 소환장을 발부했다.",召喚状,"裁判所は幹部に証言を求める召喚状を発行した。",传票,"法院发出传票要求该高管作证。",citación,"El tribunal emitió una citación que exigía al ejecutivo testificar.",trát đòi hầu tòa,"Tòa án đã phát trát đòi hầu tòa yêu cầu giám đốc ra làm chứng.",หมายเรียก,"ศาลออกหมายเรียกให้ผู้บริหารมาให้การ",surat panggilan,"Pengadilan mengeluarkan surat panggilan yang mengharuskan eksekutif tersebut bersaksi."
armistice,"The armistice brought a temporary halt to hostilities along the border.",휴전,"휴전으로 국경을 따라 적대 행위가 일시적으로 중단되었다.",休戦,"休戦により国境沿いの敵対行為が一時的に停止した。",停战,"停战使边境沿线的敌对行动暂时停止。",armisticio,"El armisticio trajo una suspensión temporal de las hostilidades a lo largo de la frontera.",đình chiến,"Hiệp định đình chiến đã tạm thời chấm dứt xung đột dọc biên giới.",สงบศึก,"การสงบศึกทำให้การสู้รบตามแนวชายแดนหยุดลงชั่วคราว",gencatan senjata,"Gencatan senjata membawa penghentian sementara permusuhan di sepanjang perbatasan."
munitions,"The factory converted to producing munitions during the war effort.",군수품,"그 공장은 전쟁 기간 동안 군수품 생산으로 전환되었다.",軍需品,"その工場は戦時中に軍需品の生産に転換した。",军火,"工厂在战争期间转为生产军火。",municiones,"La fábrica se convirtió a la producción de municiones durante el esfuerzo bélico.",quân nhu,"Nhà máy chuyển sang sản xuất quân nhu trong thời chiến.",อาวุธยุทโธปกรณ์,"โรงงานเปลี่ยนมาผลิตอาวุธยุทโธปกรณ์ในช่วงสงคราม",amunisi,"Pabrik beralih memproduksi amunisi selama upaya perang."
cartridge,"The soldier loaded a fresh cartridge into the rifle's magazine.",탄약통,"병사가 소총 탄창에 새 탄약통을 장전했다.",カートリッジ,"兵士はライフルの弾倉に新しいカートリッジを装填した。",弹药筒,"士兵将新弹药筒装入步枪弹匣。",cartucho,"El soldado cargó un cartucho nuevo en el cargador del rifle.",đạn,"Người lính nạp một viên đạn mới vào ổ đạn của súng trường.",กระสุน,"ทหารบรรจุกระสุนใหม่เข้าไปในแม็กกาซีนของปืนไรเฟิล",peluru,"Tentara memasukkan peluru baru ke dalam magasin senapan."
inoculation,"Mass inoculation campaigns have eradicated smallpox worldwide.",접종,"대규모 접종 캠페인으로 전 세계적으로 천연두가 근절되었다.",接種,"大規模接種キャンペーンにより天然痘が世界中で根絶された。",接种,"大规模接种运动已在全球范围内根除了天花。",inoculación,"Las campañas de inoculación masiva han erradicado la viruela en todo el mundo.",tiêm chủng,"Các chiến dịch tiêm chủng đại trà đã loại trừ bệnh đậu mùa trên toàn thế giới.",การฉีดวัคซีน,"การรณรงค์ฉีดวัคซีนจำนวนมากได้กำจัดไข้ทรพิษทั่วโลก",inokulasi,"Kampanye inokulasi massal telah memberantas cacar di seluruh dunia."
